id,model,year_of_manufacture,mileage,count_trip,last_maintenance_date,to
14048,Hyundai Solaris,2020,221812,576984,2024-07-07,0
14049,Kia Rio,2023,60885,141963,2024-07-02,0
14050,Hyundai Solaris,2021,173013,366645,2023-12-25,0
14051,Hyundai Accent,2019,368730,672885,2024-06-24,0
14052,EXEED TXL,2022,145080,263746,2024-02-08,0
14053,Chevrolet Aveo,2014,344800,552130,2024-06-21,0
14054,Geely Tugella,2015,332750,664405,2024-07-12,0
14055,Chery Tiggo 7 Pro,2024,26014,4329,2024-03-07,0
14056,Chevrolet Lacetti,2023,70425,146245,2024-08-12,0
14057,EXEED TXL,2018,266620,624590,2024-08-18,0
14058,Chevrolet Aveo,2020,292232,567100,2024-03-21,0
14059,Hyundai Solaris,2018,349075,659565,2024-08-01,0
14060,Hyundai Solaris,2024,18333,4098,2024-09-26,0
14061,Chevrolet Lacetti,2017,381740,728130,2024-09-04,0
14062,Renault Logan,2020,284504,466060,2024-02-12,0
14063,Renault Logan,2023,68997,144996,2024-01-19,0
14064,Kia Rio,2020,308712,440360,2024-11-10,0
14065,Kia Rio,2017,361445,684980,2024-09-25,0
14066,Haval F7,2016,271845,704435,2024-09-13,0
14067,Haval F7,2020,288840,550532,2024-05-20,0
14068,Haval F7,2024,14094,23452,2024-11-23,0
14069,Chery Tiggo 4,2022,118824,280718,2024-08-01,0
14070,Chery Tiggo 4,2022,156852,236946,2024-05-08,0
14071,Kia Rio,2022,134168,256006,2024-02-26,0
14072,Hyundai Solaris,2013,378465,632015,2024-11-17,0
14073,Haval F7,2023,58635,108827,2024-11-27,0
14074,Hyundai Solaris,2024,24820,10401,2024-10-17,0
14075,Volkswagen Polo,2016,281495,733985,2024-06-24,0
14076,Volkswagen Polo,2023,76322,107225,2024-08-29,0
14077,Chevrolet Aveo,2020,257964,526376,2024-05-30,0
14078,Volkswagen Polo,2023,78690,106396,2024-08-12,0
14079,Renault Logan,2022,132066,248074,2023-12-24,0
14080,Hyundai Solaris,2020,206164,569252,2024-09-07,0
14081,Chevrolet Lacetti,2021,174030,391734,2024-05-28,0
14082,Renault Logan,2020,310676,536928,2024-08-18,0
14083,Chery Tiggo 7 Pro,2016,324720,697535,2024-11-25,0
14084,Nissan Note,2023,72583,126274,2024-07-10,0
14085,Geely Tugella,2014,286435,706945,2024-12-03,0
14086,Nissan Note,2019,391580,706515,2024-07-08,0
14087,KIA Spectra,2021,203199,396267,2024-08-25,0
14088,KIA Spectra,2024,5648,7202,2024-09-25,0
14089,LADA (VAZ) Vesta,2019,329200,722265,2024-10-08,0
14090,Chevrolet Aveo,2022,100124,206364,2024-10-01,0
14091,Hyundai Solaris,2019,362830,583005,2024-11-16,0
14092,Chevrolet Lacetti,2022,104130,247266,2024-11-29,0
14093,Chevrolet Lacetti,2024,5119,12319,2024-01-19,0
14094,Chevrolet Lacetti,2020,308416,482104,2024-06-16,0
14095,Chevrolet Aveo,2022,121372,251540,2024-08-28,0
14096,Chevrolet Aveo,2018,278705,617115,2024-10-15,0
14097,Chevrolet Aveo,2021,227424,405804,2024-09-29,0
14098,Chevrolet Lacetti,2024,20752,27536,2024-05-17,0
14099,Chery Tiggo 4,2024,15986,5757,2024-11-16,0
14100,EXEED TXL,2022,119900,281240,2024-01-20,0
14101,Kia Rio,2021,238218,305031,2024-11-19,0
14102,Renault Logan,2024,28656,26847,2024-03-30,0
14103,Hyundai Accent,2021,164886,372789,2024-01-05,0
14104,Renault Logan,2022,132738,290238,2024-12-11,0
14105,Kia Rio,2021,158418,333000,2024-10-19,0
14106,Volkswagen Polo,2016,278570,594270,2024-12-05,0
14107,Hyundai Accent,2024,13281,13553,2024-09-25,0
14108,Chevrolet Lacetti,2021,179976,398673,2024-11-11,0
14109,Renault Logan,2018,343100,554190,2024-08-13,0
14110,Hyundai Solaris,2017,317615,716680,2024-06-22,0
14111,Chery Tiggo 7 Pro,2024,28605,20944,2024-06-01,0
14112,Chevrolet Aveo,2018,256805,706590,2024-07-07,0
14113,Chery Tiggo 7 Pro,2020,209064,416936,2024-01-31,0
14114,Kia Rio,2015,377190,706460,2024-10-22,0
14115,Hyundai Solaris,2023,70809,102777,2024-03-13,0
14116,KIA Spectra,2017,386840,564875,2024-11-07,0
14117,Nissan Note,2022,131282,288778,2024-10-19,0
14118,Hyundai Accent,2018,335165,731130,2024-11-15,0
14119,Chevrolet Aveo,2020,279384,496408,2024-12-13,0
14120,Volkswagen Polo,2023,76419,140055,2024-12-15,0
14121,EXEED TXL,2017,294830,703575,2024-07-15,0
14122,Geely Tugella,2021,231132,311151,2024-05-27,0
14123,Hyundai Accent,2015,373365,588430,2024-09-14,0
14124,Kia Rio,2024,12642,15821,2024-01-09,0
14125,Renault Logan,2024,18403,19052,2024-09-10,0
14126,Chery Tiggo 7 Pro,2019,380035,584270,2024-07-20,0
14127,Kia Rio,2021,162372,329274,2024-09-05,0
14128,Volkswagen Polo,2022,112654,247336,2023-12-29,0
14129,Nissan Note,2022,107008,298850,2024-04-26,0
14130,Haval F7,2014,392450,707495,2024-09-11,0
14131,Chery Tiggo 7 Pro,2013,325390,590210,2024-09-13,0
14132,Chery Tiggo 7 Pro,2021,150081,443616,2024-08-23,0
14133,Kia Rio,2023,76168,115814,2024-11-10,0
14134,Chery Tiggo 4,2023,71609,106185,2024-03-09,0
14135,Volkswagen Polo,2022,117884,240764,2024-05-05,0
14136,Geely Tugella,2024,4769,22427,2024-07-07,0
14137,Hyundai Accent,2022,148322,227778,2024-11-30,0
14138,Kia Rio,2022,124232,230502,2024-11-10,0
14139,Hyundai Accent,2014,311665,626385,2024-07-29,0
14140,Renault Logan,2018,265175,696300,2024-10-16,0
14141,Chevrolet Lacetti,2018,258810,616900,2024-09-09,0
14142,Renault Logan,2015,395100,727940,2024-09-09,0
14143,Geely Tugella,2014,298465,523430,2024-08-19,0
14144,Chevrolet Aveo,2013,266935,517205,2024-08-26,0
14145,Haval F7,2017,385640,748860,2024-12-17,0
14146,Hyundai Accent,2018,368450,603625,2024-09-22,0
14147,Chery Tiggo 7 Pro,2024,22141,5573,2024-04-12,0
14148,Geely Tugella,2021,196872,385812,2024-01-24,0
14149,Chery Tiggo 4,2021,212088,424197,2024-11-21,0
14150,Chevrolet Lacetti,2024,15049,11337,2024-10-29,0
14151,Chevrolet Aveo,2021,230400,340659,2024-03-09,0
14152,Chevrolet Aveo,2020,213388,485856,2024-10-03,0
14153,Chevrolet Aveo,2022,141844,231096,2024-05-30,0
14154,Volkswagen Polo,2020,319024,416100,2024-06-05,0
14155,KIA Spectra,2016,329050,709465,2024-11-03,0
14156,Chevrolet Aveo,2023,51980,131904,2024-01-20,0
14157,Haval F7,2019,339805,615770,2024-12-03,0
14158,Hyundai Accent,2020,233944,514192,2024-02-19,0
14159,Kia Rio,2013,324500,538285,2024-11-13,0
14160,Nissan Note,2013,257440,560180,2024-07-23,0
14161,Renault Logan,2021,167235,406275,2024-03-17,0
14162,Kia Rio,2019,251910,740360,2024-11-08,0
14163,LADA (VAZ) Vesta,2024,27192,21235,2024-09-24,0
14164,Kia Rio,2022,118346,264032,2024-02-27,0
14165,Kia Rio,2023,66756,123699,2024-12-11,0
14166,Nissan Note,2023,69578,133413,2024-11-08,0
14167,Volkswagen Polo,2013,260275,675275,2024-10-06,0
14168,EXEED TXL,2022,151002,242108,2024-01-20,0
14169,EXEED TXL,2017,291140,537540,2024-06-23,0
14170,Chery Tiggo 4,2021,181623,388149,2024-12-16,0
14171,Chevrolet Aveo,2020,286324,537668,2024-05-20,0
14172,Geely Tugella,2024,1655,10185,2024-07-12,0
14173,Haval F7,2017,319665,561980,2024-12-11,0
14174,Hyundai Solaris,2021,201765,327360,2024-01-28,0
14175,Haval F7,2015,316635,733460,2024-06-25,0
14176,Chery Tiggo 4,2018,376960,651600,2024-09-07,0
14177,Chery Tiggo 4,2020,316604,418720,2024-11-26,0
14178,Chery Tiggo 4,2019,393560,570200,2024-09-02,0
14179,KIA Spectra,2024,9791,6754,2024-04-06,0
14180,LADA (VAZ) Vesta,2020,291584,557824,2024-09-08,0
14181,Chery Tiggo 4,2022,115416,297438,2024-07-29,0
14182,Volkswagen Polo,2020,319720,556944,2024-12-10,0
14183,Chevrolet Lacetti,2024,23365,27250,2024-02-09,0
14184,Hyundai Accent,2022,158204,237592,2024-03-17,0
14185,Hyundai Accent,2017,353600,545335,2024-11-11,0
14186,Chery Tiggo 7 Pro,2024,1238,12550,2024-02-28,0
14187,Hyundai Solaris,2023,55622,114961,2024-09-28,0
14188,Geely Tugella,2021,189060,432540,2024-11-29,0
14189,EXEED TXL,2023,71794,138667,2024-03-28,0
14190,KIA Spectra,2018,319035,588605,2024-11-01,0
14191,EXEED TXL,2023,71182,145537,2024-09-18,0
14192,KIA Spectra,2022,159542,215106,2024-10-03,0
14193,Chevrolet Lacetti,2020,299364,439992,2024-08-21,0
14194,EXEED TXL,2023,53746,101117,2024-10-31,0
14195,Chery Tiggo 4,2015,313420,541950,2024-07-29,0
14196,LADA (VAZ) Vesta,2020,242384,528020,2024-01-06,0
14197,KIA Spectra,2024,10889,2081,2024-02-02,0
14198,Hyundai Solaris,2018,348175,701525,2024-07-25,0
14199,Kia Rio,2018,390180,657305,2024-09-16,0
14200,Chery Tiggo 4,2020,229692,547168,2024-02-25,0
14201,Geely Tugella,2022,155766,277288,2024-01-19,0
14202,Chery Tiggo 7 Pro,2023,61019,122128,2023-12-23,0
14203,Renault Logan,2022,115594,267716,2023-12-30,0
14204,Hyundai Solaris,2017,312610,699695,2024-12-03,0
14205,Hyundai Accent,2022,103456,222300,2024-07-26,0
14206,Volkswagen Polo,2019,302745,639310,2024-07-18,0
14207,Kia Rio,2022,124448,259290,2024-12-17,0
14208,Hyundai Accent,2016,313560,537990,2024-10-10,0
14209,Chery Tiggo 4,2015,335255,615980,2024-09-29,0
14210,Chery Tiggo 4,2021,217458,417882,2024-08-17,0
14211,Geely Tugella,2019,324800,699485,2024-07-08,0
14212,Chevrolet Lacetti,2020,237376,417680,2024-07-14,0
14213,Nissan Note,2018,383675,546200,2024-08-06,0
14214,KIA Spectra,2020,246244,420776,2024-09-15,0
14215,Chery Tiggo 4,2024,15921,17635,2024-11-10,0
14216,Geely Tugella,2016,309670,593255,2024-07-30,0
14217,Hyundai Accent,2022,157728,250428,2024-04-10,0
14218,Hyundai Accent,2023,70544,121625,2024-02-21,0
14219,Chery Tiggo 4,2022,106940,256260,2024-11-04,0
14220,Nissan Note,2023,53299,145784,2024-11-10,0
14221,Kia Rio,2017,308545,609365,2024-08-12,0
14222,EXEED TXL,2017,333650,655775,2024-09-26,0
14223,Hyundai Solaris,2023,56127,133457,2024-11-26,0
14224,Haval F7,2022,108360,285922,2024-04-06,0
14225,Haval F7,2019,283040,644670,2024-09-23,0
14226,Haval F7,2022,124808,256840,2024-09-10,0
14227,Chery Tiggo 4,2021,225099,313548,2024-03-31,0
14228,Chery Tiggo 4,2021,169545,447123,2024-10-13,0
14229,Hyundai Solaris,2021,178920,316338,2024-06-04,0
14230,Hyundai Accent,2023,76846,117798,2024-06-16,0
14231,Volkswagen Polo,2021,227601,423381,2024-05-14,0
14232,Chery Tiggo 7 Pro,2017,255390,687090,2024-07-02,0
14233,Volkswagen Polo,2020,204112,551336,2024-10-05,0
14234,Chevrolet Aveo,2024,24655,20724,2024-06-19,0
14235,EXEED TXL,2020,238812,520132,2024-05-25,0
14236,Kia Rio,2022,117442,244642,2024-02-08,0
14237,Renault Logan,2021,186786,428757,2024-05-10,0
14238,Volkswagen Polo,2023,69909,100330,2024-05-10,0
14239,Hyundai Accent,2018,273775,738055,2024-07-17,0
14240,Hyundai Solaris,2024,1790,13203,2024-08-01,0
14241,Haval F7,2021,180435,329358,2024-09-13,0
14242,Nissan Note,2023,68504,122563,2024-07-12,0
14243,Renault Logan,2020,269084,488644,2024-05-18,0
14244,LADA (VAZ) Vesta,2023,77731,149508,2024-03-11,0
14245,Chevrolet Aveo,2022,117388,240162,2024-01-23,0
14246,KIA Spectra,2020,251188,509672,2024-03-30,0
14247,Chery Tiggo 4,2019,332725,629700,2024-09-16,0
14248,Chery Tiggo 7 Pro,2021,156024,324732,2024-09-03,0
14249,Geely Tugella,2018,367080,628140,2024-10-16,0
14250,LADA (VAZ) Vesta,2014,309475,682450,2024-07-09,0
14251,Chevrolet Lacetti,2022,153328,279834,2024-01-26,0
14252,LADA (VAZ) Vesta,2019,259500,601810,2024-08-21,0
14253,Kia Rio,2018,354835,648195,2024-11-29,0
14254,Geely Tugella,2015,275915,668080,2024-10-26,0
14255,KIA Spectra,2023,56757,107319,2024-05-02,0
14256,Chevrolet Lacetti,2020,310332,588732,2024-08-26,0
14257,Volkswagen Polo,2021,160953,349341,2024-08-18,0
14258,Chery Tiggo 4,2013,306550,504970,2024-08-26,0
14259,Hyundai Solaris,2024,27442,3769,2024-05-02,0
14260,Hyundai Solaris,2016,326220,653625,2024-09-13,0
14261,Chery Tiggo 7 Pro,2021,188181,333345,2024-04-05,0
14262,EXEED TXL,2017,336210,549310,2024-11-14,0
14263,KIA Spectra,2013,368850,589590,2024-08-18,0
14264,EXEED TXL,2024,21458,4248,2024-07-31,0
14265,Chery Tiggo 7 Pro,2016,330705,650295,2024-10-05,0
14266,Chery Tiggo 4,2014,391855,620095,2024-11-16,0
14267,Geely Tugella,2015,296050,639915,2024-09-22,0
14268,Chevrolet Aveo,2017,367505,504630,2024-08-14,0
14269,Renault Logan,2019,262085,725445,2024-08-07,0
14270,EXEED TXL,2019,369750,745665,2024-07-27,0
14271,Renault Logan,2023,55568,138064,2024-08-04,0
14272,KIA Spectra,2016,262755,671035,2024-12-16,0
14273,Chevrolet Aveo,2017,291530,692230,2024-12-15,0
14274,Hyundai Accent,2019,369665,692525,2024-10-22,0
14275,Chery Tiggo 4,2019,272725,632775,2024-12-07,0
14276,Chery Tiggo 4,2016,345350,525980,2024-07-23,0
14277,Volkswagen Polo,2017,276935,705665,2024-09-03,0
14278,Kia Rio,2017,256685,606075,2024-09-01,0
14279,Nissan Note,2021,162453,436476,2024-01-18,0
14280,Kia Rio,2023,68902,140088,2024-08-29,0
14281,Chery Tiggo 7 Pro,2019,294900,562905,2024-11-12,0
14282,Hyundai Solaris,2023,60492,110711,2024-12-05,0
14283,Kia Rio,2024,17136,9109,2024-02-10,0
14284,Hyundai Solaris,2020,314664,473616,2024-04-18,0
14285,Renault Logan,2024,25221,8902,2024-01-21,0
14286,Hyundai Solaris,2022,103734,212080,2024-05-30,0
14287,Hyundai Accent,2020,303996,545340,2024-08-06,0
14288,LADA (VAZ) Vesta,2023,61504,146454,2024-10-11,0
14289,Chery Tiggo 4,2022,110236,255192,2024-02-27,0
14290,Nissan Note,2024,18162,24585,2024-07-09,0
14291,LADA (VAZ) Vesta,2021,209667,439293,2024-01-10,0
14292,Geely Tugella,2020,235420,471868,2024-01-24,0
14293,Chevrolet Aveo,2020,255592,454520,2024-05-23,0
14294,Chery Tiggo 7 Pro,2019,384855,652605,2024-10-28,0
14295,Chery Tiggo 7 Pro,2024,21651,13114,2024-10-10,0
14296,Chery Tiggo 7 Pro,2014,332360,607270,2024-08-21,0
14297,Hyundai Accent,2020,204768,595732,2024-12-11,0
14298,Nissan Note,2020,289496,588608,2024-10-03,0
14299,Nissan Note,2019,291655,562115,2024-08-04,0
14300,Chevrolet Lacetti,2016,397100,690615,2024-08-06,0
14301,Hyundai Solaris,2020,309236,500160,2024-03-04,0
14302,Kia Rio,2022,137512,239972,2024-10-18,0
14303,Hyundai Solaris,2013,308585,661555,2024-08-17,0
14304,Hyundai Accent,2019,317040,706065,2024-11-16,0
14305,Geely Tugella,2023,56314,141626,2024-07-11,0
14306,EXEED TXL,2021,184542,383676,2024-11-11,0
14307,Renault Logan,2021,192336,420201,2024-10-13,0
14308,Geely Tugella,2024,25879,1290,2024-03-15,0
14309,LADA (VAZ) Vesta,2023,63132,116442,2024-01-21,0
14310,Hyundai Accent,2019,337265,619020,2024-07-26,0
14311,Renault Logan,2015,274270,617665,2024-11-21,0
14312,Kia Rio,2022,130124,275378,2024-02-14,0
14313,Chevrolet Aveo,2021,181506,335616,2024-06-14,0
14314,Hyundai Accent,2024,25736,5926,2024-05-15,0
14315,Volkswagen Polo,2023,51024,118978,2024-06-17,0
14316,EXEED TXL,2019,272995,708855,2024-06-25,0
14317,EXEED TXL,2014,260195,698830,2024-07-13,0
14318,Nissan Note,2017,339390,518000,2024-08-04,0
14319,Kia Rio,2020,296532,570028,2024-10-06,0
14320,Nissan Note,2017,337610,698150,2024-10-16,0
14321,Geely Tugella,2021,208707,396009,2024-03-11,0
14322,KIA Spectra,2013,276355,577680,2024-09-03,0
14323,Nissan Note,2023,75505,105811,2024-12-05,0
14324,Geely Tugella,2024,9869,18327,2024-01-24,0
14325,Haval F7,2022,121210,271954,2024-04-04,0
14326,Chevrolet Aveo,2020,276864,559844,2024-10-08,0
14327,Hyundai Solaris,2018,281940,705840,2024-08-20,0
14328,Chevrolet Lacetti,2020,272440,549264,2024-02-27,0
14329,Chevrolet Aveo,2020,228668,561436,2024-07-28,0
14330,KIA Spectra,2020,253364,594672,2024-12-16,0
14331,Renault Logan,2023,55287,137961,2024-12-11,0
14332,Volkswagen Polo,2018,266795,723760,2024-09-12,0
14333,LADA (VAZ) Vesta,2023,67623,131955,2024-06-27,0
14334,Geely Tugella,2014,299970,624300,2024-11-06,0
14335,Hyundai Solaris,2015,366685,745595,2024-09-26,0
14336,Chevrolet Aveo,2021,187431,419991,2024-10-26,0
14337,Geely Tugella,2023,63718,119496,2024-03-23,0
14338,KIA Spectra,2016,397680,614220,2024-08-21,0
14339,Geely Tugella,2017,256630,646195,2024-10-23,0
14340,Chery Tiggo 7 Pro,2018,328625,626740,2024-09-07,0
14341,Chery Tiggo 4,2014,325060,523040,2024-10-02,0
14342,LADA (VAZ) Vesta,2014,289220,603945,2024-06-22,0
14343,Nissan Note,2022,106086,203416,2024-08-12,0
14344,Nissan Note,2023,53097,134966,2024-03-29,0
14345,Chery Tiggo 7 Pro,2024,15822,19259,2024-11-03,0
14346,EXEED TXL,2018,267380,606710,2024-12-08,0
14347,Hyundai Accent,2023,61116,122452,2024-12-11,0
14348,Chery Tiggo 7 Pro,2022,105608,228384,2024-04-04,0
14349,Haval F7,2014,396065,646890,2024-12-05,0
14350,KIA Spectra,2024,29610,12204,2024-12-13,0
14351,Renault Logan,2021,194523,325029,2024-04-03,0
14352,Hyundai Solaris,2021,161364,357969,2024-11-30,0
14353,Geely Tugella,2024,5967,764,2024-11-11,0
14354,Nissan Note,2020,280280,458736,2024-05-18,0
14355,Chery Tiggo 4,2017,250170,737260,2024-07-05,0
14356,KIA Spectra,2019,393010,651295,2024-06-26,0
14357,Chevrolet Aveo,2024,1171,12928,2024-03-25,0
14358,Haval F7,2015,345665,573770,2024-07-15,0
14359,Chevrolet Aveo,2013,297155,664300,2024-11-28,0
14360,LADA (VAZ) Vesta,2016,353480,608405,2024-07-30,0
14361,Volkswagen Polo,2024,13390,6327,2024-07-02,0
14362,Chevrolet Aveo,2020,296920,588360,2024-09-01,0
14363,LADA (VAZ) Vesta,2022,126362,251224,2024-11-02,0
14364,Hyundai Accent,2015,379035,735985,2024-10-31,0
14365,Haval F7,2020,272880,447344,2024-04-23,0
14366,EXEED TXL,2019,341975,577820,2024-11-21,0
14367,Chevrolet Lacetti,2014,295000,573090,2024-09-22,0
14368,Haval F7,2015,381230,720385,2024-07-17,0
14369,KIA Spectra,2024,16037,14926,2024-07-18,0
14370,Renault Logan,2013,326355,615600,2024-09-02,0
14371,KIA Spectra,2024,26094,5171,2024-10-03,0
14372,Chery Tiggo 4,2021,219576,308406,2024-11-29,0
14373,Chevrolet Aveo,2024,5400,3329,2024-12-10,0
14374,Volkswagen Polo,2024,12499,1674,2024-11-07,0
14375,Geely Tugella,2020,250600,492348,2024-09-14,0
14376,Volkswagen Polo,2020,289408,565972,2024-09-12,0
14377,Volkswagen Polo,2021,184620,338481,2024-04-05,0
14378,KIA Spectra,2024,2990,4769,2024-12-09,0
14379,Chery Tiggo 7 Pro,2023,72596,134085,2024-07-26,0
14380,LADA (VAZ) Vesta,2014,389525,507530,2024-12-13,0
14381,Haval F7,2021,198234,429846,2024-12-13,0
14382,LADA (VAZ) Vesta,2024,25492,12646,2024-03-18,0
14383,LADA (VAZ) Vesta,2016,305435,696175,2024-11-21,0
14384,Hyundai Solaris,2024,17589,21964,2023-12-25,0
14385,Chevrolet Aveo,2021,223431,442212,2024-06-11,0
14386,Volkswagen Polo,2022,113164,208120,2024-04-08,0
14387,Chevrolet Aveo,2020,272324,464768,2024-05-20,0
14388,Chevrolet Lacetti,2019,270325,584870,2024-11-19,0
14389,KIA Spectra,2021,172275,303762,2024-10-21,0
14390,Chevrolet Aveo,2024,21312,2870,2024-05-26,0
14391,Chery Tiggo 7 Pro,2024,11991,9487,2024-11-07,0
14392,Hyundai Solaris,2018,341770,519745,2024-09-15,0
14393,Chevrolet Lacetti,2014,337890,512595,2024-09-28,0
14394,Volkswagen Polo,2022,118614,200124,2023-12-28,0
14395,EXEED TXL,2023,73402,133683,2024-05-13,0
14396,Geely Tugella,2021,150432,434616,2024-01-26,0
14397,Hyundai Solaris,2015,271950,537255,2024-07-04,0
14398,Volkswagen Polo,2013,341600,589480,2024-11-12,0
14399,Hyundai Accent,2016,309520,534345,2024-09-01,0
14400,Volkswagen Polo,2021,163911,364068,2024-02-02,0
14401,Hyundai Solaris,2023,77617,146534,2024-07-23,0
14402,Kia Rio,2021,167679,304194,2024-09-05,0
14403,Haval F7,2022,140016,241612,2024-05-04,0
14404,Chery Tiggo 4,2016,355470,647620,2024-12-08,0
14405,Nissan Note,2024,3698,4781,2024-12-13,0
14406,KIA Spectra,2022,134266,230294,2024-11-12,0
14407,Geely Tugella,2018,262885,602665,2024-08-16,0
14408,Geely Tugella,2019,355195,650570,2024-07-19,0
14409,Hyundai Accent,2022,117912,285074,2024-05-25,0
14410,Chevrolet Lacetti,2020,273064,521840,2024-04-08,0
14411,Hyundai Solaris,2021,171027,316497,2024-05-21,0
14412,Renault Logan,2023,66327,123123,2024-12-03,0
14413,Chevrolet Aveo,2018,311335,567095,2024-07-07,0
14414,Hyundai Accent,2013,364145,646905,2024-12-08,0
14415,Geely Tugella,2019,285020,638270,2024-10-03,0
14416,Chery Tiggo 4,2020,318704,469660,2024-11-12,0
14417,EXEED TXL,2016,317025,509805,2024-08-29,0
14418,Renault Logan,2023,55791,135858,2024-02-02,0
14419,Chevrolet Aveo,2020,201832,527772,2024-12-05,0
14420,Hyundai Solaris,2021,177777,330999,2024-08-11,0
14421,Volkswagen Polo,2023,69598,142708,2024-06-10,0
14422,Hyundai Accent,2024,16424,11730,2024-08-20,0
14423,Renault Logan,2015,295050,552350,2024-08-01,0
14424,EXEED TXL,2013,335315,691425,2024-10-20,0
14425,Renault Logan,2015,357930,628025,2024-08-01,0
14426,Chery Tiggo 7 Pro,2022,153008,263594,2024-01-01,0
14427,Chevrolet Aveo,2021,158823,388806,2024-11-03,0
14428,Kia Rio,2013,254390,680730,2024-08-26,0
14429,Kia Rio,2021,194388,374949,2024-01-24,0
14430,Chery Tiggo 7 Pro,2016,385640,546350,2024-07-15,0
14431,Hyundai Accent,2021,201132,321807,2024-11-12,0
14432,Renault Logan,2022,148392,267224,2024-10-29,0
14433,Renault Logan,2018,283755,666680,2024-10-24,0
14434,Hyundai Solaris,2015,351640,703385,2024-10-29,0
14435,Chevrolet Aveo,2015,276565,649095,2024-08-30,0
14436,Chery Tiggo 7 Pro,2020,317256,533176,2024-08-31,0
14437,EXEED TXL,2013,269845,549695,2024-11-10,0
14438,Hyundai Accent,2022,125686,261140,2024-11-12,0
14439,Chery Tiggo 7 Pro,2023,75508,116016,2024-09-22,0
14440,Hyundai Solaris,2022,154440,276752,2024-08-02,0
14441,Chevrolet Lacetti,2020,256188,461496,2024-09-12,0
14442,Chery Tiggo 4,2021,224709,323835,2024-11-08,0
14443,Chevrolet Lacetti,2021,150546,428241,2024-01-29,0
14444,Hyundai Accent,2023,79615,104507,2024-08-14,0
14445,Renault Logan,2024,13010,8004,2024-02-18,0
14446,Chevrolet Lacetti,2020,247572,569120,2024-11-28,0
14447,Chery Tiggo 4,2020,225376,557020,2024-05-01,0
14448,EXEED TXL,2024,24929,3858,2024-10-14,0
14449,Chery Tiggo 7 Pro,2023,58273,109471,2024-11-11,0
